Pedestal Latitude (deg):  ,32.70326358,,,,,,,,,,,,
Pedestal Longitude (deg): ,-117.2549643,,,,,,,,,,,,
Pedestal Height (m):      ,121.1730672,,,,,,,,,,,,
Date(mm dd yy),Time(hh mm ss.fsec,Latitude(deg),Longitude(deg),GPSAlt(m),GPSHdg(deg),Tgt Aspect(deg),Range(NMi),Azimuth(deg),Elevation(deg),Tgt Command Alt(m),,,
03 06 98,11 40 07.000142442,32.69245229,-117.1967682,50,115.9,346.42,3.0025,282.32,-0.41,0,,,
03 06 98,11 40 08.000155716,32.69247812,-117.1968193,52,118.1,344.2,2.9996,282.3,-0.41,0,,,
03 06 98,11 40 09.000168993,32.69250645,-117.1968601,58,121.1,341.18,2.9972,282.28,-0.41,0,,,
03 06 98,11 40 10.000182274,32.69253173,-117.1969037,63,120.7,341.56,2.9947,282.26,-0.41,0,,,
03 06 98,11 40 11.000195561,32.69255645,-117.1969543,65,120.5,341.74,2.9919,282.24,-0.41,0,,,
03 06 98,11 40 12.000208840,32.69258534,-117.1970126,68,119.6,342.62,2.9887,282.22,-0.41,0,,,
03 06 98,11 40 13.000222120,32.69261201,-117.1970796,75,117.4,344.8,2.985,282.2,-0.41,0,,,
03 06 98,11 40 14.000235397,32.69264201,-117.1971401,75,118.9,343.28,2.9817,282.18,-0.41,0,,,
03 06 98,11 40 15.000248685,32.6926734,-117.1971982,72,119.6,342.56,2.9784,282.16,-0.41,0,,,
03 06 98,11 40 16.000261958,32.69270368,-117.1972534,71,120.6,341.53,2.9753,282.13,-0.41,0,,,
03 06 98,11 40 17.000275235,32.69273618,-117.1973076,67,121.6,340.51,2.9722,282.11,-0.41,0,,,
03 06 98,11 40 18.000288515,32.69276812,-117.197359,64,122.6,339.48,2.9692,282.08,-0.41,0,,,
03 06 98,11 40 19.000301788,32.69279951,-117.1974118,68,122.9,339.16,2.9662,282.06,-0.41,0,,,
03 06 98,11 40 20.000315061,32.69283118,-117.1974662,73,122.8,339.23,2.9631,282.03,-0.41,0,,,
03 06 98,11 40 21.000328333,32.69286368,-117.1975171,75,124.3,337.71,2.9602,282.01,-0.41,0,,,
03 06 98,11 40 22.000341608,32.69289562,-117.1975779,80,122.2,339.78,2.9568,281.98,-0.41,0,,,
03 06 98,11 40 23.000354888,32.69292895,-117.1976407,78,122.4,339.56,2.9533,281.96,-0.41,0,,,
03 06 98,11 40 24.000368163,32.69296284,-117.1976959,81,123.1,338.83,2.9501,281.93,-0.41,0,,,
03 06 98,11 40 25.000381437,-55.76305521,-29.58305844,31374536,3275.4,360,3629.6992,35.39,-31.8,0,,,
03 06 98,11 40 27.000407987,32.69306673,-117.1978534,93,123.4,338.45,2.941,281.85,-0.41,0,,,
03 06 98,11 40 28.000421250,32.69309812,-117.1979062,90,125.1,336.72,2.938,281.82,-0.41,0,,,
03 06 98,11 40 29.000434563,32.69312951,-117.1979543,90,124.3,337.49,2.9353,281.79,-0.41,0,,,
03 06 98,11 40 30.000447833,32.69316034,-117.1979909,90,127.7,334.07,2.9331,281.77,-0.41,0,,,
03 06 98,11 40 31.000461108,32.69319506,-117.1980234,88,130.8,330.93,2.931,281.73,-0.41,0,,,
03 06 98,11 40 32.000474380,32.69323006,-117.1980584,92,133,328.7,2.9289,281.7,-0.41,0,,,
03 06 98,11 40 33.000487658,32.69326479,-117.1980968,93,132.8,328.87,2.9266,281.67,-0.41,0,,,
03 06 98,11 40 34.000500934,32.69329868,-117.1981462,91,130.1,331.54,2.9237,281.64,-0.42,0,,,
03 06 98,11 40 35.000514213,32.69333812,-117.1982015,94,129.7,331.9,2.9205,281.6,-0.42,0,,,
03 06 98,11 40 36.000527487,32.69337923,-117.1982618,98,128.6,332.97,2.917,281.57,-0.42,0,,,
03 06 98,11 40 37.000540763,32.69341701,-117.1983184,96,127.6,333.94,2.9137,281.54,-0.42,0,,,
03 06 98,11 40 38.000554043,32.69341784,-117.1983171,95,127.6,333.94,2.9138,281.54,-0.42,0,,,
03 06 98,11 40 40.000580611,32.6935334,-117.1984754,98,129.1,332.33,2.9046,281.43,-0.42,0,,,
03 06 98,11 40 41.000593894,32.69356729,-117.1985229,98,128.5,332.9,2.9018,281.4,-0.42,0,,,
03 06 98,11 40 42.000607175,32.69359951,-117.1985651,104,129.4,331.97,2.8993,281.37,-0.42,0,,,
03 06 98,11 40 43.000620450,32.6936309,-117.1986065,103,128.5,332.85,2.8969,281.35,-0.42,0,,,
03 06 98,11 40 44.000633688,32.69364229,-117.1986762,90,126.4,334.95,2.8933,281.35,-0.42,0,,,
03 06 98,11 40 45.000646977,32.69367506,-117.1987179,99,125.5,335.82,2.8909,281.32,-0.42,0,,,
03 06 98,11 40 46.000660253,32.69370312,-117.1987715,106,123.5,337.79,2.8879,281.29,-0.42,0,,,
03 06 98,11 40 47.000673524,32.69373006,-117.1988212,103,122.8,338.47,2.8851,281.27,-0.42,0,,,
03 06 98,11 40 48.000686797,32.69375284,-117.1988657,94,121.6,339.65,2.8826,281.25,-0.42,0,,,
03 06 98,11 40 49.000700070,32.69378173,-117.1989512,91,121.7,339.54,2.878,281.24,-0.42,0,,,
03 06 98,11 40 50.000713341,32.69384034,-117.1990309,106,118.9,342.28,2.8734,281.18,-0.42,0,,,
03 06 98,11 40 52.000739880,32.69387006,-117.1990929,108,119,342.16,2.87,281.16,-0.42,0,,,
03 06 98,11 40 53.000753157,32.69390034,-117.1991548,106,118.4,342.74,2.8665,281.14,-0.42,0,,,
03 06 98,11 40 54.000766428,32.69393034,-117.1992118,109,119.3,341.81,2.8634,281.11,-0.42,0,,,
03 06 98,11 40 55.000779703,32.69396006,-117.1992618,114,120.2,340.89,2.8605,281.09,-0.42,0,,,
03 06 98,11 40 56.000792975,32.69398784,-117.1993104,115,120.5,340.57,2.8578,281.07,-0.42,0,,,
03 06 98,11 40 57.000806245,32.69398923,-117.1993093,113,120.5,340.56,2.8579,281.06,-0.42,0,,,
03 06 98,11 40 59.000832799,32.69404729,-117.1993943,115,124,337.01,2.853,281.01,-0.42,0,,,
03 06 98,11 41 00.000846068,32.69410006,-117.1994809,113,123.7,337.27,2.8481,280.97,-0.42,0,,,
03 06 98,11 41 01.000859346,32.69414534,-117.1995523,132,124.6,336.33,2.844,280.93,-0.43,0,,,
03 06 98,11 41 02.000872622,32.69418312,-117.1996048,137,126.1,334.79,2.841,280.89,-0.43,0,,,
03 06 98,11 41 03.000885906,32.69421645,-117.1996476,132,127.1,333.76,2.8385,280.86,-0.43,0,,,
03 06 98,11 41 04.000899185,32.69425006,-117.1996971,131,126.7,334.13,2.8356,280.83,-0.43,0,,,
03 06 98,11 41 05.000912462,32.69428534,-117.1997515,129,126.3,334.5,2.8325,280.8,-0.43,0,,,
03 06 98,11 41 06.000925740,32.69432423,-117.1998118,128,125.8,334.96,2.8291,280.76,-0.43,0,,,
03 06 98,11 41 07.000939013,32.6943609,-117.1998748,129,124.3,336.43,2.8255,280.73,-0.43,0,,,
03 06 98,11 41 08.000952287,32.69440229,-117.1999401,129,125.3,335.4,2.8218,280.7,-0.43,0,,,
03 06 98,11 41 09.000965560,32.69444645,-117.2000026,129,126.5,334.15,2.8182,280.65,-0.43,0,,,
03 06 98,11 41 10.000978838,32.69449034,-117.2000696,132,126.2,334.41,2.8144,280.61,-0.43,0,,,
03 06 98,11 41 11.000992117,32.69453312,-117.2001337,135,126.3,334.28,2.8108,280.58,-0.43,0,,,
03 06 98,11 41 12.000005393,32.6945734,-117.2001957,133,125.9,334.64,2.8072,280.54,-0.43,0,,,
03 06 98,11 41 13.000018654,32.69460673,-117.200244,130,126.2,334.31,2.8045,280.51,-0.43,0,,,
03 06 98,11 41 14.000031930,32.69463729,-117.2002887,124,126.2,334.28,2.8019,280.48,-0.43,0,,,
03 06 98,11 41 15.000045230,32.69466784,-117.2003312,122,126.2,334.25,2.7995,280.45,-0.43,0,,,
03 06 98,11 41 16.000058513,32.69469756,-117.2003748,122,125.9,334.52,2.797,280.42,-0.43,0,,,
03 06 98,11 41 17.000071797,32.69472729,-117.2004154,122,126.2,334.2,2.7946,280.4,-0.43,0,,,
03 06 98,11 41 18.000085072,32.69475562,-117.2004537,121,125.9,334.47,2.7924,280.37,-0.43,0,,,
03 06 98,11 41 19.000098346,32.69478284,-117.2005007,120,123.4,336.94,2.7898,280.34,-0.43,0,,,
03 06 98,11 41 20.000111626,32.69481201,-117.2005484,120,123.4,336.92,2.7871,280.32,-0.43,0,,,
03 06 98,11 41 21.000124897,32.69484395,-117.2005943,121,124.5,335.79,2.7845,280.29,-0.43,0,,,
03 06 98,11 41 22.000138169,32.69488229,-117.2006457,121,126,334.25,2.7815,280.25,-0.43,0,,,
03 06 98,11 41 23.000151439,32.6949209,-117.2006998,122,125.6,334.61,2.7784,280.21,-0.43,0,,,
03 06 98,11 41 24.000164717,32.69495395,-117.2007762,133,119.6,340.59,2.7742,280.19,-0.43,0,,,
03 06 98,11 41 25.000178011,32.69498618,-117.2008429,138,119.7,340.46,2.7706,280.16,-0.44,0,,,
03 06 98,11 41 26.000191282,32.69502201,-117.2009032,132,120.5,339.63,2.7672,280.13,-0.44,0,,,
03 06 98,11 41 27.000204554,32.69505895,-117.2009598,129,121.8,338.29,2.764,280.09,-0.44,0,,,
03 06 98,11 41 28.000217825,32.69509006,-117.2010023,123,123.1,336.96,2.7615,280.06,-0.44,0,,,
03 06 98,11 41 29.000231092,32.69512451,-117.2010521,124,123.8,336.23,2.7587,280.03,-0.44,0,,,
03 06 98,11 41 30.000244356,32.69515506,-117.2010987,125,123.7,336.3,2.756,280,-0.44,0,,,
03 06 98,11 41 31.000257624,32.69518062,-117.2011362,127,123.2,336.78,2.7539,279.98,-0.44,0,,,
03 06 98,11 41 32.000270899,32.69520395,-117.2011768,127,121.8,338.16,2.7516,279.96,-0.44,0,,,
03 06 98,11 41 33.000284170,32.6952309,-117.2012187,128,122.9,337.03,2.7493,279.93,-0.44,0,,,
03 06 98,11 41 34.000297439,32.69525979,-117.2012662,129,122,337.9,2.7466,279.9,-0.44,0,,,
03 06 98,11 41 35.000310714,32.6952909,-117.2013129,135,123.4,336.47,2.744,279.87,-0.44,0,,,
03 06 98,11 41 36.000323963,32.69532451,-117.2013673,139,123.7,336.14,2.7409,279.84,-0.44,0,,,
03 06 98,11 41 37.000337232,32.69535812,-117.2014301,139,121.8,338.01,2.7374,279.81,-0.44,0,,,
03 06 98,11 41 38.000350498,32.69539256,-117.2014971,144,121.2,338.58,2.7337,279.78,-0.44,0,,,
03 06 98,11 41 39.000363773,32.69542784,-117.2015626,148,121,338.75,2.7301,279.75,-0.44,0,,,
03 06 98,11 41 40.000377076,32.69546395,-117.2016226,152,121.3,338.41,2.7268,279.71,-0.44,0,,,
03 06 98,11 41 41.000390349,32.69550312,-117.201684,156,122.5,337.18,2.7233,279.68,-0.44,0,,,
03 06 98,11 41 42.000403626,32.69553534,-117.2017337,150,122.6,337.05,2.7205,279.65,-0.44,0,,,
03 06 98,11 41 43.000416892,32.69556451,-117.2017784,146,122.9,336.72,2.718,279.62,-0.44,0,,,
03 06 98,11 41 44.000430161,32.69559451,-117.2018234,145,123,336.59,2.7154,279.59,-0.44,0,,,
03 06 98,11 41 45.000443433,32.69561923,-117.201864,144,122,337.56,2.7132,279.56,-0.44,0,,,
03 06 98,11 41 46.000456699,32.69564534,-117.201909,143,121.8,337.74,2.7107,279.54,-0.44,0,,,
03 06 98,11 41 47.000469972,32.69567451,-117.2019465,144,124,335.51,2.7085,279.51,-0.44,0,,,
03 06 98,11 41 48.000483247,32.69569979,-117.2019798,145,123.8,335.68,2.7066,279.48,-0.44,0,,,
03 06 98,11 41 49.000496518,32.69572284,-117.2020279,149,120.4,339.06,2.704,279.46,-0.45,0,,,
03 06 98,11 41 50.000509797,32.69575118,-117.2020846,147,119.8,339.64,2.7008,279.44,-0.45,0,,,
03 06 98,11 41 51.000523063,32.69578451,-117.2021404,142,121.2,338.21,2.6977,279.41,-0.45,0,,,
03 06 98,11 41 52.000536332,32.6958209,-117.2021962,141,122,337.37,2.6946,279.37,-0.45,0,,,
03 06 98,11 41 53.000549604,32.69585645,-117.2022571,141,121.4,337.94,2.6912,279.34,-0.45,0,,,
03 06 98,11 41 54.000562875,32.69589312,-117.2023207,142,121.5,337.8,2.6877,279.3,-0.45,0,,,
03 06 98,11 41 55.000576148,32.69593368,-117.2023779,139,123.9,335.36,2.6844,279.26,-0.45,0,,,
03 06 98,11 41 56.000589426,32.69597506,-117.2024393,140,124,335.22,2.681,279.22,-0.45,0,,,
03 06 98,11 41 57.000602702,32.69600034,-117.2025337,152,114.4,344.8,2.676,279.2,-0.45,0,,,
03 06 98,11 41 58.000615985,32.69603006,-117.2026032,156,116.7,342.48,2.6722,279.18,-0.45,0,,,
03 06 98,11 41 59.000629260,32.69606006,-117.2026546,157,117.4,341.75,2.6694,279.15,-0.45,0,,,
03 06 98,11 42 00.000642542,32.69608618,-117.2027071,158,116.7,342.42,2.6665,279.12,-0.45,0,,,
03 06 98,11 42 01.000655812,32.69611645,-117.2027496,157,119.8,339.29,2.6641,279.09,-0.45,0,,,
03 06 98,11 42 02.000669088,32.69614368,-117.2028029,156,117.3,341.77,2.6612,279.07,-0.45,0,,,
03 06 98,11 42 03.000682363,32.69617062,-117.2028534,154,118.3,340.74,2.6584,279.04,-0.45,0,,,
03 06 98,11 42 04.000695634,32.69619756,-117.2028982,153,119,340.02,2.6559,279.02,-0.45,0,,,
03 06 98,11 42 05.000708904,32.69622784,-117.2029304,147,124,334.98,2.654,278.98,-0.45,0,,,
03 06 98,11 42 06.000722171,32.69625784,-117.2029701,142,123.3,335.65,2.6518,278.95,-0.45,0,,,
03 06 98,11 42 07.000735438,32.69628479,-117.2030176,141,122,336.92,2.6491,278.92,-0.45,0,,,
03 06 98,11 42 08.000748717,32.69631284,-117.2030651,142,122,336.9,2.6465,278.9,-0.45,0,,,
03 06 98,11 42 09.000761985,32.69634118,-117.2031165,145,120.8,338.07,2.6437,278.87,-0.45,0,,,
03 06 98,11 42 10.000775257,32.69636979,-117.2031737,149,119.4,339.44,2.6405,278.84,-0.45,0,,,
03 06 98,11 42 11.000788529,32.69640118,-117.2032315,150,120,338.81,2.6374,278.81,-0.46,0,,,
03 06 98,11 42 12.000801805,32.69643868,-117.2032776,152,124.1,334.67,2.6347,278.77,-0.46,0,,,
03 06 98,11 42 13.000815081,32.69647506,-117.2033332,153,122.9,335.83,2.6316,278.73,-0.46,0,,,
03 06 98,11 42 14.000828380,32.69650284,-117.2033987,145,123.1,335.61,2.6281,278.71,-0.46,0,,,
03 06 98,11 42 15.000841661,32.69653923,-117.2034443,148,124.5,334.17,2.6255,278.67,-0.46,0,,,
03 06 98,11 42 16.000854938,32.69657423,-117.2034951,148,124.2,334.43,2.6226,278.63,-0.46,0,,,
03 06 98,11 42 17.000868210,32.69660784,-117.203549,146,123.7,334.9,2.6196,278.6,-0.46,0,,,
03 06 98,11 42 18.000881480,32.69664229,-117.2035987,147,124.2,334.36,2.6168,278.56,-0.46,0,,,
03 06 98,11 42 19.000894751,32.69667506,-117.2036526,142,123.1,335.43,2.6138,278.53,-0.46,0,,,
03 06 98,11 42 20.000908026,32.69670701,-117.2036918,146,126,332.49,2.6116,278.49,-0.46,0,,,
03 06 98,11 42 21.000921299,32.69673618,-117.2037343,146,124.8,333.66,2.6092,278.46,-0.46,0,,,
03 06 98,11 42 22.000934567,32.69678062,-117.2037646,157,124.6,333.81,2.6073,278.41,-0.46,0,,,
03 06 98,11 42 23.000947845,32.69680756,-117.2038109,159,126.7,331.68,2.6047,278.38,-0.46,0,,,
03 06 98,11 42 24.000961127,32.6968409,-117.2038509,156,127.9,330.44,2.6024,278.34,-0.46,0,,,
03 06 98,11 42 25.000974411,32.6968759,-117.2038993,154,126.7,331.61,2.5997,278.31,-0.46,0,,,
03 06 98,11 42 26.000987694,32.69690784,-117.2039623,160,122.5,335.78,2.5963,278.28,-0.46,0,,,
03 06 98,11 42 27.000000913,32.69693979,-117.204009,168,127,331.24,2.5937,278.24,-0.46,0,,,
03 06 98,11 42 28.000014176,32.69697256,-117.2040654,164,124.5,333.71,2.5906,278.21,-0.46,0,,,
03 06 98,11 42 29.000027452,32.69700618,-117.2041248,159,124.6,333.57,2.5873,278.17,-0.46,0,,,
03 06 98,11 42 30.000040731,32.69703673,-117.2041873,161,122.5,335.64,2.5839,278.14,-0.46,0,,,
03 06 98,11 42 31.000054007,32.69706756,-117.2042501,160,122,336.11,2.5805,278.11,-0.46,0,,,
03 06 98,11 42 32.000067280,32.69709868,-117.2043043,157,123.4,334.68,2.5775,278.08,-0.46,0,,,
03 06 98,11 42 33.000080561,32.69712923,-117.2043543,154,123.8,334.25,2.5748,278.05,-0.47,0,,,
03 06 98,11 42 34.000093836,32.69715645,-117.2044076,155,122.8,335.22,2.5719,278.02,-0.47,0,,,
03 06 98,11 42 35.000107108,32.69718534,-117.2044562,153,123.9,334.09,2.5692,277.99,-0.47,0,,,
03 06 98,11 42 36.000120379,32.69721395,-117.2045015,149,124.5,333.46,2.5667,277.96,-0.47,0,,,
03 06 98,11 42 37.000133705,32.69723756,-117.2045529,146,120.2,337.73,2.5639,277.93,-0.47,0,,,
03 06 98,11 42 38.000146980,32.69726034,-117.2046057,146,118.7,339.21,2.5611,277.91,-0.47,0,,,
03 06 98,11 42 39.000160269,32.69728756,-117.2046526,148,120,337.88,2.5585,277.88,-0.47,0,,,
03 06 98,11 42 40.000173537,32.69731534,-117.2046998,147,120.1,337.75,2.5559,277.85,-0.47,0,,,
03 06 98,11 42 41.000186810,32.6973434,-117.2047504,145,120.3,337.52,2.5532,277.82,-0.47,0,,,
03 06 98,11 42 42.000200077,32.69736034,-117.2048234,141,119.2,338.61,2.5494,277.81,-0.47,0,,,
03 06 98,11 42 43.000213367,32.69739645,-117.2048718,144,121.6,336.17,2.5466,277.77,-0.47,0,,,
03 06 98,11 42 44.000226627,32.69742895,-117.2049309,136,120.5,337.24,2.5434,277.74,-0.47,0,,,
03 06 98,11 42 45.000239919,32.69746173,-117.2049937,131,120.1,337.6,2.54,277.7,-0.47,0,,,
03 06 98,11 42 46.000253178,32.69749451,-117.2050501,130,121.1,336.57,2.5369,277.67,-0.47,0,,,
03 06 98,11 42 47.000266466,32.6975284,-117.2050973,128,123.1,334.53,2.5343,277.63,-0.47,0,,,
03 06 98,11 42 48.000279731,32.69755979,-117.2051487,124,123,334.6,2.5314,277.6,-0.47,0,,,
03 06 98,11 42 49.000293003,32.69759534,-117.2052051,123,124,333.56,2.5283,277.56,-0.47,0,,,
03 06 98,11 42 50.000306274,32.69763562,-117.2052451,126,125.8,331.71,2.526,277.51,-0.47,0,,,
03 06 98,11 42 51.000319471,32.69766173,-117.205294,123,125.7,331.78,2.5234,277.48,-0.47,0,,,
03 06 98,11 42 52.000332743,32.69769256,-117.2053376,122,127.7,329.75,2.5209,277.45,-0.47,0,,,
03 06 98,11 42 53.000346022,32.69772423,-117.2053815,119,128.9,328.51,2.5185,277.41,-0.47,0,,,
03 06 98,11 42 54.000359291,32.69775118,-117.2054271,119,127.8,329.58,2.516,277.38,-0.48,0,,,
03 06 98,11 42 55.000372568,32.69777895,-117.2054801,118,125.9,331.45,2.5131,277.35,-0.48,0,,,
03 06 98,11 42 56.000385841,32.69781229,-117.205534,116,127.3,330.01,2.5102,277.31,-0.48,0,,,
03 06 98,11 42 57.000399117,32.69784979,-117.2055832,115,129.5,327.77,2.5074,277.27,-0.48,0,,,
03 06 98,11 42 58.000412391,32.69788645,-117.2056382,112,128.9,328.33,2.5044,277.23,-0.48,0,,,
03 06 98,11 42 59.000425676,32.69791868,-117.2056801,112,131.5,325.69,2.502,277.19,-0.48,0,,,
03 06 98,11 43 00.000438951,32.69794673,-117.2057382,108,125.9,331.26,2.4989,277.16,-0.48,0,,,
03 06 98,11 43 01.000452225,32.69797173,-117.205809,113,121.2,335.94,2.4951,277.14,-0.48,0,,,
03 06 98,11 43 02.000465499,32.69799701,-117.2058746,118,120.2,336.91,2.4917,277.11,-0.48,0,,,
03 06 98,11 43 03.000478774,32.69802756,-117.2059243,111,124.1,332.98,2.4889,277.08,-0.48,0,,,
03 06 98,11 43 04.000492049,32.69805562,-117.2059734,109,123.6,333.45,2.4863,277.05,-0.48,0,,,
03 06 98,11 43 05.000505326,32.69808451,-117.2060232,108,125.2,331.81,2.4836,277.01,-0.48,0,,,
03 06 98,11 43 06.000518603,32.69811423,-117.2060779,105,124.4,332.58,2.4806,276.98,-0.48,0,,,
03 06 98,11 43 07.000531874,32.69814229,-117.206129,104,125,331.95,2.4778,276.95,-0.48,0,,,
03 06 98,11 43 08.000545150,32.69817062,-117.2061798,106,124.7,332.22,2.4751,276.92,-0.48,0,,,
03 06 98,11 43 09.000558417,32.69819979,-117.2062201,108,128.6,328.28,2.4728,276.88,-0.48,0,,,
03 06 98,11 43 10.000571689,32.69822868,-117.2062626,108,127.9,328.95,2.4705,276.85,-0.48,0,,,
03 06 98,11 43 11.000584959,32.69825895,-117.2063109,105,128.6,328.21,2.4679,276.81,-0.48,0,,,
03 06 98,11 43 12.000598231,32.69828979,-117.2063629,105,127.3,329.48,2.465,276.78,-0.48,0,,,
03 06 98,11 43 13.000611501,32.69832118,-117.2064168,103,127.2,329.54,2.4621,276.74,-0.48,0,,,
03 06 98,11 43 14.000624775,32.6983534,-117.2064696,101,127.2,329.5,2.4592,276.7,-0.49,0,,,
03 06 98,11 43 15.000638052,32.69838534,-117.206519,101,128.4,328.27,2.4565,276.67,-0.49,0,,,
03 06 98,11 43 16.000651319,32.69841618,-117.2065829,99,124.9,331.73,2.4531,276.63,-0.49,0,,,
03 06 98,11 43 17.000664592,32.6984459,-117.2066418,101,124.7,331.9,2.4499,276.6,-0.49,0,,,
03 06 98,11 43 18.000677861,32.69847618,-117.2067037,99,123.3,333.27,2.4466,276.57,-0.49,0,,,
03 06 98,11 43 19.000691133,32.69850423,-117.2067693,97,121.4,335.14,2.4431,276.54,-0.49,0,,,
03 06 98,11 43 20.000704407,32.69853284,-117.2068265,93,122.4,334.1,2.44,276.5,-0.49,0,,,
03 06 98,11 43 21.000717679,32.69856256,-117.2068807,91,123.3,333.17,2.4371,276.47,-0.49,0,,,
03 06 98,11 43 22.000730954,32.69859145,-117.2069396,90,122.1,334.34,2.434,276.44,-0.49,0,,,
03 06 98,11 43 23.000744228,32.69861895,-117.2069968,87,122,334.41,2.4309,276.41,-0.49,0,,,
03 06 98,11 43 24.000757502,32.69864812,-117.2070498,88,123.4,332.97,2.428,276.37,-0.49,0,,,
03 06 98,11 43 25.000770778,32.69867923,-117.2070993,87,124.9,331.43,2.4254,276.33,-0.49,0,,,
03 06 98,11 43 26.000784054,32.69870951,-117.2071484,87,125.8,330.5,2.4227,276.3,-0.49,0,,,
03 06 98,11 43 27.000797332,32.69874062,-117.2071973,86,126.4,329.86,2.42,276.26,-0.49,0,,,
03 06 98,11 43 28.000810601,32.69877145,-117.2072432,85,128,328.22,2.4175,276.22,-0.49,0,,,
03 06 98,11 43 29.000823880,32.69880062,-117.2072943,82,126.4,329.79,2.4148,276.19,-0.49,0,,,
03 06 98,11 43 30.000837147,32.69882979,-117.2073446,80,126.8,329.35,2.412,276.15,-0.49,0,,,
03 06 98,11 43 31.000850421,32.69886395,-117.207394,81,128.7,327.41,2.4093,276.11,-0.49,0,,,
03 06 98,11 43 32.000863692,32.69890395,-117.207449,81,129.2,326.86,2.4063,276.06,-0.49,0,,,
03 06 98,11 43 33.000876965,32.6989409,-117.2075051,82,129.2,326.82,2.4033,276.02,-0.5,0,,,
03 06 98,11 43 34.000890243,32.69897312,-117.2075693,81,125.9,330.08,2.3998,275.98,-0.5,0,,,
03 06 98,11 43 35.000903518,32.69900062,-117.2076276,66,124.8,331.15,2.3967,275.95,-0.5,0,,,
03 06 98,11 43 36.000916790,32.69903229,-117.2076829,59,125.9,330.01,2.3937,275.91,-0.5,0,,,
03 06 98,11 43 37.000930065,32.69906201,-117.2077348,59,125.9,329.97,2.3909,275.87,-0.5,0,,,
03 06 98,11 43 38.000943335,32.69908812,-117.2077821,59,125.6,330.24,2.3884,275.84,-0.5,0,,,
03 06 98,11 43 39.000956609,32.69910923,-117.2078343,54,122.4,333.42,2.3856,275.82,-0.5,0,,,
03 06 98,11 43 40.000969884,32.69913006,-117.2078834,55,121.7,334.09,2.383,275.79,-0.5,0,,,
03 06 98,11 43 41.000983158,32.69915312,-117.2079293,55,122.5,333.27,2.3806,275.77,-0.5,0,,,
03 06 98,11 43 42.000996424,32.69917645,-117.2079768,59,122,333.74,2.3781,275.74,-0.5,0,,,
03 06 98,11 43 43.000009695,32.69920229,-117.2080276,59,122.6,333.11,2.3754,275.71,-0.5,0,,,
03 06 98,11 43 44.000022948,32.69923062,-117.2080823,54,123,332.67,2.3724,275.67,-0.5,0,,,
03 06 98,11 43 45.000036217,32.69926479,-117.2081257,57,127.9,327.73,2.3701,275.63,-0.5,0,,,
03 06 98,11 43 46.000049486,32.69930118,-117.2081654,60,131.1,324.48,2.3678,275.58,-0.5,0,,,
03 06 98,11 43 47.000062754,32.69933451,-117.2082162,62,129.8,325.74,2.3651,275.54,-0.5,0,,,
03 06 98,11 43 48.000076023,32.69936895,-117.2082704,59,129.6,325.9,2.3622,275.5,-0.5,0,,,
03 06 98,11 43 49.000089293,32.69940173,-117.2083293,56,127.9,327.56,2.359,275.46,-0.5,0,,,
03 06 98,11 43 50.000102567,32.69943368,-117.2083868,58,127,328.42,2.3559,275.42,-0.5,0,,,
03 06 98,11 43 51.000115844,32.6994684,-117.2084476,64,126.8,328.57,2.3527,275.37,-0.51,0,,,
03 06 98,11 43 52.000129120,32.69949673,-117.2084959,63,127,328.34,2.3501,275.34,-0.51,0,,,
03 06 98,11 43 53.000142394,32.69952534,-117.2085446,61,127,328.3,2.3475,275.3,-0.51,0,,,
03 06 98,11 43 54.000155664,32.69955645,-117.2085973,60,126.6,328.66,2.3446,275.26,-0.51,0,,,
03 06 98,11 43 55.000168941,32.69958673,-117.2086534,60,125.8,329.43,2.3416,275.23,-0.51,0,,,
03 06 98,11 43 56.000182221,32.69961423,-117.2087096,57,124.4,330.79,2.3387,275.19,-0.51,0,,,
03 06 98,11 43 57.000195497,32.69964312,-117.2087632,58,125.1,330.06,2.3358,275.16,-0.51,0,,,
03 06 98,11 43 58.000208770,32.69967479,-117.2088159,56,126,329.12,2.333,275.12,-0.51,0,,,
03 06 98,11 43 59.000222049,32.6997084,-117.2088676,54,127.3,327.77,2.3302,275.07,-0.51,0,,,
03 06 98,11 44 00.000235321,32.6997409,-117.2089198,52,127.3,327.73,2.3274,275.03,-0.51,0,,,
03 06 98,11 44 01.000248590,32.6997684,-117.2089668,48,127.3,327.69,2.3249,274.99,-0.51,0,,,
03 06 98,11 44 02.000261861,32.6997959,-117.209014,47,127.3,327.66,2.3224,274.96,-0.51,0,,,
03 06 98,11 44 03.000275135,32.69986006,-117.2091012,54,130.4,324.47,2.3176,274.87,-0.51,0,,,
03 06 98,11 44 05.000301685,32.69989062,-117.2091471,56,131.6,323.23,2.3152,274.83,-0.51,0,,,
03 06 98,11 44 06.000314963,32.69992118,-117.2091954,58,129.9,324.89,2.3126,274.79,-0.51,0,,,
03 06 98,11 44 07.000328243,32.69995118,-117.2092521,57,127.8,326.96,2.3096,274.76,-0.51,0,,,
03 06 98,11 44 08.000341518,32.69998312,-117.2093076,53,127.8,326.91,2.3066,274.71,-0.51,0,,,
03 06 98,11 44 09.000354796,32.69998201,-117.2093101,53,127.8,326.92,2.3065,274.72,-0.51,0,,,
03 06 98,11 44 11.000381362,32.70004784,-117.2094171,54,127.9,326.73,2.3008,274.63,-0.52,0,,,
