Pedestal Latitude (deg):  ,32.70326358,,,,,,,,,,,,
Pedestal Longitude (deg): ,-117.2549643,,,,,,,,,,,,
Pedestal Height (m):      ,121.1730672,,,,,,,,,,,,
Date(mm dd yy),Time(hh mm ss.fsec,Latitude(deg),Longitude(deg),GPSAlt(m),GPSHdg(deg),Tgt Aspect(deg),Range(NMi),Azimuth(deg),Elevation(deg),Tgt Command Alt(m),,,
03 06 98,11 44 12.000394750,32.70010256,-117.2095134,46,123.8,330.76,2.2957,274.56,-0.52,0,,,
03 06 98,11 44 13.000407988,32.70011812,-117.2095782,36,123.1,331.44,2.2923,274.54,-0.52,0,,,
03 06 98,11 44 14.000421285,32.70014756,-117.2096229,39,122.9,331.6,2.2899,274.5,-0.52,0,,,
03 06 98,11 44 15.000434468,32.70017395,-117.2096737,39,123.4,331.07,2.2873,274.47,-0.52,0,,,
03 06 98,11 44 16.000447747,32.70020312,-117.2097251,41,124.3,330.13,2.2845,274.43,-0.52,0,,,
03 06 98,11 44 17.000461026,32.70023423,-117.2097765,39,125.5,328.89,2.2818,274.39,-0.52,0,,,
03 06 98,11 44 18.000474313,32.70026423,-117.2098301,40,125.4,328.95,2.2789,274.35,-0.52,0,,,
03 06 98,11 44 19.000487592,32.7002934,-117.2098896,41,123.9,330.41,2.2758,274.31,-0.52,0,,,
03 06 98,11 44 20.000500872,32.70032062,-117.2099543,43,121.9,332.37,2.2724,274.27,-0.52,0,,,
03 06 98,11 44 21.000514155,32.70034895,-117.210004,44,124.2,330.04,2.2698,274.24,-0.52,0,,,
03 06 98,11 44 22.000527434,32.70037729,-117.2100465,43,125.7,328.5,2.2675,274.2,-0.52,0,,,
03 06 98,11 44 23.000540711,32.70040312,-117.2100882,42,126.6,327.56,2.2653,274.16,-0.52,0,,,
03 06 98,11 44 24.000553990,32.70042618,-117.2101426,41,122.6,331.53,2.2625,274.13,-0.52,0,,,
03 06 98,11 44 25.000567267,32.70045756,-117.2101909,39,127.2,326.89,2.2599,274.09,-0.52,0,,,
03 06 98,11 44 26.000580541,32.70048868,-117.2102337,37,128.2,325.85,2.2576,274.05,-0.52,0,,,
03 06 98,11 44 27.000593816,32.70051618,-117.2102826,37,127,327.01,2.255,274.01,-0.53,0,,,
03 06 98,11 44 28.000607096,32.70054701,-117.2103329,37,128,325.97,2.2524,273.97,-0.53,0,,,
03 06 98,11 44 29.000620364,32.70058118,-117.2103746,42,131.8,322.12,2.2501,273.92,-0.53,0,,,
03 06 98,11 44 30.000633634,32.70061312,-117.2104279,44,128.1,325.77,2.2473,273.87,-0.53,0,,,
03 06 98,11 44 31.000646908,32.70065201,-117.2104998,55,127,326.82,2.2435,273.82,-0.53,0,,,
03 06 98,11 44 32.000660183,32.70069006,-117.2105626,59,127.9,325.87,2.2402,273.77,-0.53,0,,,
03 06 98,11 44 33.000673463,32.70072451,-117.2106157,59,128,325.72,2.2374,273.72,-0.53,0,,,
03 06 98,11 44 34.000686744,32.70075145,-117.2106676,61,125.8,327.88,2.2346,273.68,-0.53,0,,,
03 06 98,11 44 35.000700022,32.70077868,-117.2107176,60,126.3,327.35,2.232,273.65,-0.53,0,,,
03 06 98,11 44 36.000713301,32.70080618,-117.2107584,61,128.2,325.41,2.2299,273.61,-0.53,0,,,
03 06 98,11 44 37.000726582,32.70083284,-117.2108059,61,126.8,326.77,2.2274,273.57,-0.53,0,,,
03 06 98,11 44 38.000739859,32.70086145,-117.2108548,59,127.2,326.33,2.2248,273.53,-0.53,0,,,
03 06 98,11 44 39.000753138,32.70089034,-117.2109001,59,128.2,325.29,2.2224,273.49,-0.53,0,,,
03 06 98,11 44 40.000766410,32.70091451,-117.2109407,54,127.6,325.85,2.2203,273.45,-0.53,0,,,
03 06 98,11 44 41.000779689,32.70094034,-117.2109826,52,128.3,325.12,2.218,273.42,-0.53,0,,,
03 06 98,11 44 42.000792970,32.7009709,-117.2110248,49,130.2,323.17,2.2158,273.37,-0.53,0,,,
03 06 98,11 44 43.000806241,32.70099951,-117.2110771,48,127.2,326.13,2.2131,273.33,-0.53,0,,,
03 06 98,11 44 44.000819512,32.70102673,-117.211129,50,127.1,326.2,2.2104,273.3,-0.54,0,,,
03 06 98,11 44 45.000832787,32.70105756,-117.2111821,52,126.8,326.45,2.2076,273.25,-0.54,0,,,
03 06 98,11 44 46.000846057,32.70109256,-117.2112282,58,130.2,323,2.2051,273.2,-0.54,0,,,
03 06 98,11 44 47.000859326,32.70112673,-117.2112826,59,128.6,324.55,2.2023,273.15,-0.54,0,,,
03 06 98,11 44 48.000872598,32.70116006,-117.2113423,57,127.4,325.7,2.1991,273.1,-0.54,0,,,
03 06 98,11 44 49.000885880,32.70119145,-117.2113907,56,128.8,324.26,2.1966,273.06,-0.54,0,,,
03 06 98,11 44 50.000899158,32.7012234,-117.2114415,53,128.6,324.41,2.1939,273.01,-0.54,0,,,
03 06 98,11 44 51.000912441,32.7012534,-117.2114846,52,129.9,323.07,2.1917,272.97,-0.54,0,,,
03 06 98,11 44 52.000925717,32.70128368,-117.2115382,53,127.9,325.02,2.1889,272.92,-0.54,0,,,
03 06 98,11 44 53.000938994,32.70131034,-117.2115871,53,127.6,325.29,2.1863,272.89,-0.54,0,,,
03 06 98,11 44 54.000952274,32.7013359,-117.2116418,53,124.7,328.15,2.1835,272.85,-0.54,0,,,
03 06 98,11 44 55.000965554,32.70136895,-117.2116901,62,128.6,324.2,2.1809,272.8,-0.54,0,,,
03 06 98,11 44 56.000978832,32.70139951,-117.2117284,68,130.2,322.56,2.1789,272.76,-0.54,0,,,
03 06 98,11 44 57.000992110,32.70141784,-117.2118065,78,117.8,334.93,2.1749,272.73,-0.54,0,,,
03 06 98,11 44 58.000005386,32.7014409,-117.2118684,80,118.9,333.8,2.1717,272.7,-0.54,0,,,
03 06 98,11 44 59.000018650,32.70147062,-117.2119168,71,120.7,331.96,2.1692,272.66,-0.54,0,,,
03 06 98,11 45 00.000031933,32.70149951,-117.2119684,67,122.2,330.41,2.1665,272.61,-0.55,0,,,
03 06 98,11 45 01.000045218,32.70152729,-117.2120262,67,121.7,330.87,2.1635,272.57,-0.55,0,,,
03 06 98,11 45 02.000058506,32.70155756,-117.2120848,65,122.3,330.23,2.1605,272.53,-0.55,0,,,
03 06 98,11 45 03.000071783,32.70158868,-117.2121393,58,124,328.48,2.1576,272.48,-0.55,0,,,
03 06 98,11 45 04.000085057,32.70161506,-117.2122021,61,120.9,331.54,2.1544,272.44,-0.55,0,,,
03 06 98,11 45 05.000098334,32.70164256,-117.2122657,60,120.8,331.6,2.1511,272.4,-0.55,0,,,
03 06 98,11 45 06.000111612,32.70166673,-117.2123279,56,119,333.37,2.1479,272.37,-0.55,0,,,
03 06 98,11 45 07.000124890,32.70168979,-117.2123787,53,120.1,332.23,2.1453,272.33,-0.55,0,,,
03 06 98,11 45 08.000138167,32.70171284,-117.2124265,55,120.7,331.6,2.1428,272.3,-0.55,0,,,
03 06 98,11 45 09.000151447,32.70173645,-117.2124562,58,126.1,326.16,2.1412,272.26,-0.55,0,,,
03 06 98,11 45 10.000164727,32.7017584,-117.2124929,58,124.8,327.43,2.1393,272.23,-0.55,0,,,
03 06 98,11 45 11.000178006,32.70177729,-117.212544,57,120.9,331.3,2.1367,272.2,-0.55,0,,,
03 06 98,11 45 12.000191281,32.70179951,-117.212599,59,120.2,331.97,2.1339,272.17,-0.55,0,,,
03 06 98,11 45 13.000204567,32.70182479,-117.2126534,58,120.4,331.73,2.1311,272.13,-0.55,0,,,
03 06 98,11 45 14.000217842,32.70186062,-117.2126979,53,127.5,324.58,2.1287,272.08,-0.55,0,,,
03 06 98,11 45 15.000231122,32.70189368,-117.2127337,47,130.8,321.23,2.1269,272.03,-0.55,0,,,
03 06 98,11 45 16.000244405,32.70193062,-117.2127846,47,130.6,321.37,2.1242,271.97,-0.56,0,,,
03 06 98,11 45 17.000257683,32.70196451,-117.212839,48,129.6,322.32,2.1214,271.92,-0.56,0,,,
03 06 98,11 45 18.000270960,32.70200479,-117.2128957,52,131,320.85,2.1185,271.85,-0.56,0,,,
03 06 98,11 45 19.000284237,32.70204006,-117.2129548,56,128.9,322.9,2.1154,271.8,-0.56,0,,,
03 06 98,11 45 20.000297515,32.70208034,-117.2130048,59,132.7,319.04,2.1128,271.74,-0.56,0,,,
03 06 98,11 45 21.000310790,32.70212729,-117.2130659,63,132.1,319.56,2.1096,271.66,-0.56,0,,,
03 06 98,11 45 22.000324067,32.70217034,-117.2131257,68,132,319.59,2.1065,271.59,-0.56,0,,,
03 06 98,11 45 23.000337332,32.70220701,-117.2131654,68,134.3,317.24,2.1045,271.54,-0.56,0,,,
03 06 98,11 45 24.000350608,32.70223729,-117.2132115,58,131.4,320.09,2.1021,271.49,-0.56,0,,,
03 06 98,11 45 25.000363888,32.70226701,-117.2132557,51,132.2,319.24,2.0998,271.44,-0.56,0,,,
03 06 98,11 45 26.000377170,32.70229923,-117.2132871,48,135.7,315.69,2.0982,271.39,-0.56,0,,,
03 06 98,11 45 27.000390448,32.70229701,-117.2132979,38,127.4,323.99,2.0976,271.39,-0.56,0,,,
03 06 98,11 45 28.000403730,32.70233479,-117.2133434,38,134.8,316.53,2.0953,271.33,-0.56,0,,,
03 06 98,11 45 29.000417007,32.70241979,-117.2133754,43,152.8,298.4,2.0935,271.2,-0.56,0,,,
03 06 98,11 45 30.000430287,32.70247118,-117.2133959,43,152.2,298.91,2.0924,271.11,-0.56,0,,,
03 06 98,11 45 31.000443571,32.7024959,-117.2134218,37,149.6,301.47,2.0911,271.07,-0.56,0,,,
03 06 98,11 45 32.000456854,32.70252256,-117.2134471,27,148.3,302.73,2.0898,271.03,-0.56,0,,,
03 06 98,11 45 33.000470141,32.70255951,-117.2134787,26,147.4,303.57,2.0882,270.97,-0.56,0,,,
03 06 98,11 45 34.000483422,32.70261618,-117.2135043,23,155,295.88,2.0868,270.88,-0.56,0,,,
03 06 98,11 45 35.000496703,32.70267229,-117.2135337,21,154.3,296.49,2.0853,270.79,-0.57,0,,,
03 06 98,11 45 36.000509986,32.70272034,-117.2135701,23,152,298.71,2.0834,270.71,-0.57,0,,,
03 06 98,11 45 37.000523261,32.70276368,-117.2136068,23,150.3,300.34,2.0815,270.64,-0.57,0,,,
03 06 98,11 45 38.000536544,32.70281145,-117.2136373,20,152.6,297.96,2.0799,270.56,-0.57,0,,,
03 06 98,11 45 39.000549818,32.7028709,-117.2136523,18,160.3,290.16,2.0792,270.46,-0.57,0,,,
03 06 98,11 45 40.000563092,32.7029209,-117.2136715,18,159.4,290.98,2.0782,270.38,-0.57,0,,,
03 06 98,11 45 41.000576369,32.70296395,-117.2136959,18,158.9,291.41,2.0769,270.31,-0.57,0,,,
03 06 98,11 45 42.000589651,32.70300951,-117.2137157,21,160.5,289.73,2.0759,270.23,-0.57,0,,,
03 06 98,11 45 43.000602931,32.70304868,-117.2137398,21,157.8,292.37,2.0747,270.17,-0.57,0,,,
03 06 98,11 45 44.000616209,32.70309201,-117.2137615,21,159.8,290.3,2.0736,270.1,-0.57,0,,,
03 06 98,11 45 45.000629487,32.70313812,-117.2137782,21,161.5,288.52,2.0727,270.02,-0.57,0,,,
03 06 98,11 45 46.000642769,32.70318756,-117.2137934,21,163.8,286.14,2.072,269.94,-0.57,0,,,
03 06 98,11 45 47.000656050,32.70323784,-117.2138132,23,163.3,286.55,2.071,269.85,-0.57,0,,,
03 06 98,11 45 48.000669332,32.70329979,-117.2138221,21,169.4,280.35,2.0705,269.75,-0.57,0,,,
03 06 98,11 45 49.000682608,32.7033559,-117.2138304,17,170.4,279.26,2.0701,269.66,-0.57,0,,,
03 06 98,11 45 50.000695890,32.70340784,-117.2138404,19,171.2,278.37,2.0696,269.57,-0.57,0,,,
03 06 98,11 45 51.000709163,32.70345895,-117.2138623,17,166.9,282.59,2.0686,269.49,-0.57,0,,,
03 06 98,11 45 52.000722444,32.70350895,-117.2138868,13,164.9,284.5,2.0674,269.4,-0.57,0,,,
03 06 98,11 45 53.000735726,32.70356173,-117.2139023,10,167.2,282.12,2.0666,269.32,-0.57,0,,,
03 06 98,11 45 54.000749153,32.70361812,-117.2139071,10,170.5,278.72,2.0664,269.22,-0.57,0,,,
03 06 98,11 45 55.000762422,32.70367645,-117.2139068,13,173.9,275.23,2.0665,269.13,-0.57,0,,,
03 06 98,11 45 56.000775676,32.70370756,-117.2139407,1,170.8,278.27,2.0648,269.07,-0.57,0,,,
03 06 98,11 45 57.000788946,32.70376451,-117.2139443,17,168.3,280.68,2.0647,268.98,-0.57,0,,,
03 06 98,11 45 58.000802219,32.70381118,-117.2139646,15,167.6,281.3,2.0637,268.9,-0.57,0,,,
03 06 98,11 45 59.000815499,32.70386506,-117.2139787,5,168.2,280.61,2.063,268.81,-0.57,0,,,
03 06 98,11 46 00.000828782,32.7039184,-117.2139829,5,172,276.72,2.0629,268.72,-0.57,0,,,
03 06 98,11 46 01.000842070,32.70397812,-117.2139893,8,172.7,275.92,2.0627,268.62,-0.57,0,,,
03 06 98,11 46 02.000855352,32.70403506,-117.2139932,11,174.6,273.93,2.0626,268.53,-0.57,0,,,
03 06 98,11 46 03.000868628,32.7040884,-117.2139926,19,176.9,271.54,2.0627,268.44,-0.57,0,,,
03 06 98,11 46 04.000881908,32.70412506,-117.2140143,14,175.4,272.98,2.0616,268.38,-0.57,0,,,
03 06 98,11 46 05.000895192,32.70418312,-117.214024,16,172.1,276.18,2.0613,268.28,-0.57,0,,,
03 06 98,11 46 06.000908466,32.70423868,-117.2140359,16,172.4,275.79,2.0608,268.19,-0.57,0,,,
03 06 98,11 46 07.000921742,32.7042909,-117.2140451,20,172.2,275.9,2.0604,268.1,-0.57,0,,,
03 06 98,11 46 08.000935015,32.70434062,-117.2140654,14,167.8,280.22,2.0595,268.02,-0.57,0,,,
03 06 98,11 46 09.000948300,32.70438868,-117.2140787,7,168.6,279.34,2.0589,267.94,-0.57,0,,,
03 06 98,11 46 10.000961577,32.70443979,-117.2140893,6,169.1,278.75,2.0585,267.85,-0.57,0,,,
03 06 98,11 46 11.000974855,32.70449423,-117.2141004,10,169.2,278.56,2.058,267.76,-0.57,0,,,
03 06 98,11 46 12.000988127,32.70454923,-117.2141051,13,172.4,275.27,2.0579,267.67,-0.57,0,,,
03 06 98,11 46 13.000001407,32.70460034,-117.2141134,9,171.4,276.18,2.0577,267.58,-0.57,0,,,
03 06 98,11 46 14.000014672,32.70465034,-117.2141207,8,172.1,275.4,2.0574,267.5,-0.57,0,,,
03 06 98,11 46 15.000027953,32.70470034,-117.2141337,9,170,277.42,2.0569,267.42,-0.57,0,,,
03 06 98,11 46 16.000041235,32.70475173,-117.214144,10,170.7,276.63,2.0565,267.33,-0.57,0,,,
03 06 98,11 46 17.000054508,32.70480479,-117.2141401,15,176.8,270.44,2.0569,267.24,-0.57,0,,,
03 06 98,11 46 18.000067785,32.70485534,-117.2141351,21,178.2,268.96,2.0573,267.16,-0.57,0,,,
03 06 98,11 46 19.000081071,32.70490395,-117.2141459,23,174.2,272.88,2.0569,267.08,-0.57,0,,,
03 06 98,11 46 20.000094354,32.70495173,-117.2141598,23,171.8,275.19,2.0563,266.99,-0.57,0,,,
03 06 98,11 46 21.000107636,32.70499895,-117.2141759,23,169.4,277.52,2.0557,266.92,-0.57,0,,,
03 06 98,11 46 22.000120825,32.7050509,-117.2141898,21,168.7,278.13,2.0551,266.83,-0.57,0,,,
03 06 98,11 46 23.000134110,32.70510534,-117.2142012,22,169.6,277.14,2.0547,266.74,-0.57,0,,,
03 06 98,11 46 24.000147393,32.70516062,-117.2142093,23,170.9,275.74,2.0545,266.64,-0.57,0,,,
03 06 98,11 46 25.000160751,32.70521618,-117.2142148,24,172.7,273.85,2.0544,266.55,-0.57,0,,,
03 06 98,11 46 26.000174027,32.70526451,-117.2142276,23,169.7,276.77,2.054,266.47,-0.57,0,,,
03 06 98,11 46 27.000187302,32.70531423,-117.2142457,24,167.6,278.78,2.0533,266.38,-0.57,0,,,
03 06 98,11 46 28.000200569,32.7053634,-117.2142709,26,162.9,283.4,2.0522,266.3,-0.57,0,,,
03 06 98,11 46 29.000213843,32.70541701,-117.2142893,27,165.2,281.01,2.0515,266.21,-0.57,0,,,
03 06 98,11 46 30.000227117,32.70547118,-117.2142954,27,168.4,277.72,2.0514,266.12,-0.57,0,,,
03 06 98,11 46 31.000240390,32.70552673,-117.2142976,31,171.4,274.63,2.0515,266.03,-0.57,0,,,
03 06 98,11 46 32.000253678,32.70558312,-117.2143037,32,171.4,274.53,2.0514,265.93,-0.57,0,,,
03 06 98,11 46 33.000266963,32.70563562,-117.2143123,32,171.3,274.54,2.0512,265.84,-0.57,0,,,
03 06 98,11 46 34.000280232,32.70569173,-117.2143204,33,172.2,273.55,2.0511,265.75,-0.57,0,,,
03 06 98,11 46 35.000293488,32.70574729,-117.2143284,34,172,273.65,2.0509,265.65,-0.57,0,,,
03 06 98,11 46 36.000306776,32.70579812,-117.2143362,38,171.6,273.97,2.0507,265.57,-0.57,0,,,
03 06 98,11 46 37.000320041,32.70584701,-117.2143484,41,170.3,275.19,2.0504,265.49,-0.57,0,,,
03 06 98,11 46 38.000333310,32.70589979,-117.2143609,40,169.4,276,2.05,265.4,-0.57,0,,,
03 06 98,11 46 39.000346583,32.70595145,-117.214374,40,169.6,275.71,2.0496,265.31,-0.57,0,,,
03 06 98,11 46 40.000359855,32.70600673,-117.2143832,41,169.7,275.52,2.0494,265.22,-0.57,0,,,
03 06 98,11 46 41.000373124,32.70605895,-117.2144029,35,166.5,278.63,2.0487,265.13,-0.57,0,,,
03 06 98,11 46 42.000386410,32.70611479,-117.2144126,35,169.4,275.63,2.0485,265.03,-0.57,0,,,
03 06 98,11 46 43.000399599,32.70616923,-117.2144282,37,167,277.94,2.048,264.94,-0.57,0,,,
03 06 98,11 46 44.000412872,32.70622201,-117.2144504,36,164.7,280.15,2.0471,264.85,-0.58,0,,,
03 06 98,11 46 45.000426212,32.70627701,-117.2144609,37,168.1,276.66,2.0469,264.76,-0.58,0,,,
03 06 98,11 46 46.000439485,32.70633173,-117.2144621,39,171.2,273.46,2.0472,264.66,-0.58,0,,,
03 06 98,11 46 47.000452762,32.70638784,-117.2144609,41,174.4,270.17,2.0475,264.57,-0.58,0,,,
03 06 98,11 46 48.000466044,32.70643979,-117.2144648,43,173.8,270.68,2.0476,264.48,-0.58,0,,,
03 06 98,11 46 49.000479335,32.7064884,-117.2144851,40,168,276.4,2.0469,264.4,-0.58,0,,,
03 06 98,11 46 50.000492604,32.70654034,-117.2145046,43,167,277.31,2.0462,264.31,-0.58,0,,,
03 06 98,11 46 51.000505877,32.70660368,-117.214509,43,171.9,272.3,2.0464,264.2,-0.58,0,,,
03 06 98,11 46 52.000519152,32.70666368,-117.2145132,42,171.9,272.2,2.0466,264.1,-0.58,0,,,
03 06 98,11 46 53.000532428,32.7067209,-117.2145187,42,172.7,271.31,2.0466,264.01,-0.58,0,,,
03 06 98,11 46 54.000545712,32.70677451,-117.2145298,42,170.3,273.62,2.0464,263.92,-0.58,0,,,
03 06 98,11 46 55.000558981,32.70682729,-117.2145512,43,166.5,277.33,2.0457,263.83,-0.58,0,,,
03 06 98,11 46 56.000572240,32.70687979,-117.2145626,40,168.5,275.24,2.0455,263.74,-0.58,0,,,
03 06 98,11 46 57.000585527,32.70692701,-117.2145704,41,168.7,274.96,2.0454,263.66,-0.58,0,,,
03 06 98,11 46 58.000598806,32.70698368,-117.2145748,42,171.5,272.06,2.0455,263.56,-0.58,0,,,
03 06 98,11 46 59.000612096,32.70703923,-117.2145812,41,171.1,272.37,2.0456,263.47,-0.58,0,,,
03 06 98,11 47 00.000625377,32.7070934,-117.2145921,41,170.1,273.28,2.0454,263.38,-0.58,0,,,
03 06 98,11 47 01.000638657,32.70714895,-117.2145993,49,171,272.28,2.0455,263.28,-0.58,0,,,
03 06 98,11 47 02.000651864,32.70721118,-117.2146098,53,170.6,272.58,2.0454,263.18,-0.58,0,,,
03 06 98,11 47 03.000665139,32.70726812,-117.2146237,55,169.2,273.88,2.0451,263.08,-0.58,0,,,
03 06 98,11 47 04.000678419,32.70731868,-117.2146398,49,167.4,275.59,2.0447,262.99,-0.58,0,,,
03 06 98,11 47 05.000691741,32.70736923,-117.2146548,42,167.1,275.81,2.0443,262.91,-0.58,0,,,
03 06 98,11 47 06.000705013,32.70742756,-117.2146607,38,170.2,272.61,2.0444,262.81,-0.58,0,,,
03 06 98,11 47 07.000718295,32.70748062,-117.2146665,39,170.3,272.42,2.0445,262.72,-0.58,0,,,
03 06 98,11 47 08.000731592,32.70753006,-117.214674,45,170.5,272.14,2.0445,262.64,-0.58,0,,,
03 06 98,11 47 09.000744867,32.70758201,-117.214684,50,169.6,272.95,2.0444,262.55,-0.58,0,,,
03 06 98,11 47 10.000758137,32.70763173,-117.2146976,50,167.6,274.86,2.0442,262.46,-0.58,0,,,
03 06 98,11 47 11.000771330,32.70768395,-117.2147076,45,168.9,273.47,2.0441,262.37,-0.58,0,,,
03 06 98,11 47 12.000784663,32.70773479,-117.2147162,45,168.9,273.39,2.0441,262.29,-0.58,0,,,
03 06 98,11 47 13.000797940,32.70778784,-117.2147307,43,167.2,275,2.0438,262.2,-0.58,0,,,
03 06 98,11 47 14.000811210,32.70784062,-117.2147379,43,169.4,272.71,2.0438,262.11,-0.58,0,,,
03 06 98,11 47 15.000824477,32.70788979,-117.2147468,46,168.6,273.42,2.0438,262.02,-0.58,0,,,
03 06 98,11 47 16.000837759,32.70793979,-117.214759,46,167.7,274.24,2.0436,261.94,-0.58,0,,,
03 06 98,11 47 17.000851039,32.7079884,-117.2147648,41,169.6,272.26,2.0437,261.86,-0.58,0,,,
03 06 98,11 47 18.000864313,32.70804201,-117.2147707,41,170.2,271.57,2.0439,261.77,-0.58,0,,,
03 06 98,11 47 19.000877586,32.70809923,-117.2147796,45,170.4,271.27,2.044,261.67,-0.58,0,,,
03 06 98,11 47 20.000890861,32.70815506,-117.2147918,47,168.9,272.67,2.0438,261.57,-0.58,0,,,
03 06 98,11 47 21.000904135,32.70820479,-117.2148065,48,166.9,274.59,2.0435,261.49,-0.58,0,,,
03 06 98,11 47 22.000917413,32.70825868,-117.2148165,52,168.6,272.8,2.0435,261.4,-0.58,0,,,
03 06 98,11 47 23.000930695,32.70831895,-117.2148146,56,172.6,268.7,2.0442,261.3,-0.58,0,,,
03 06 98,11 47 24.000943977,32.70837229,-117.2148209,57,170.9,270.31,2.0444,261.21,-0.58,0,,,
03 06 98,11 47 25.000957250,32.70842673,-117.2148237,57,173.3,267.82,2.0447,261.12,-0.58,0,,,
03 06 98,11 47 26.000970531,32.70848034,-117.2148265,56,172.8,268.23,2.0451,261.03,-0.58,0,,,
03 06 98,11 47 27.000983804,32.70853145,-117.2148354,57,171.8,269.14,2.0451,260.94,-0.58,0,,,
03 06 98,11 47 28.000997081,32.70858673,-117.2148468,59,170.5,270.35,2.0451,260.85,-0.58,0,,,
03 06 98,11 47 29.000010362,32.70863923,-117.2148579,60,169.4,271.36,2.045,260.76,-0.58,0,,,
03 06 98,11 47 30.000023629,32.70869062,-117.2148621,61,171.8,268.87,2.0453,260.67,-0.58,0,,,
03 06 98,11 47 31.000036907,32.70874312,-117.2148679,62,170.9,269.68,2.0456,260.58,-0.58,0,,,
03 06 98,11 47 32.000050177,32.70879534,-117.2148832,64,167.9,272.59,2.0453,260.49,-0.58,0,,,
03 06 98,11 47 33.000063456,32.70884506,-117.2149018,65,165.7,274.71,2.0449,260.41,-0.58,0,,,
03 06 98,11 47 34.000076734,32.70889923,-117.2149157,63,166.3,274.01,2.0447,260.31,-0.58,0,,,
03 06 98,11 47 35.000090005,32.70895451,-117.2149229,62,168.4,271.82,2.0449,260.22,-0.58,0,,,
03 06 98,11 47 36.000103281,32.70901201,-117.2149365,63,167.1,273.02,2.0449,260.12,-0.58,0,,,
03 06 98,11 47 37.000116556,32.70906506,-117.2149582,63,163.9,276.13,2.0443,260.03,-0.58,0,,,
03 06 98,11 47 38.000129832,32.70911868,-117.2149732,61,165.3,274.64,2.0442,259.94,-0.58,0,,,
03 06 98,11 47 39.000143098,32.7091709,-117.2149804,63,167.5,272.35,2.0444,259.85,-0.58,0,,,
03 06 98,11 47 40.000156379,32.70922395,-117.2149887,63,167.9,271.86,2.0445,259.76,-0.58,0,,,
03 06 98,11 47 41.000169656,32.70929229,-117.2149865,74,166.3,273.35,2.0454,259.65,-0.58,0,,,
03 06 98,11 47 42.000182971,32.70932923,-117.2150146,70,162.1,277.48,2.0444,259.58,-0.58,0,,,
03 06 98,11 47 43.000196171,32.7093784,-117.2150284,70,164.7,274.8,2.0442,259.5,-0.58,0,,,
03 06 98,11 47 44.000209453,32.70942951,-117.2150396,69,165.2,274.21,2.0442,259.41,-0.58,0,,,
03 06 98,11 47 45.000222736,32.70947645,-117.2150496,72,166.5,272.83,2.0443,259.33,-0.58,0,,,
03 06 98,11 47 46.000236019,32.70952229,-117.2150609,74,165.8,273.45,2.0442,259.25,-0.58,0,,,
03 06 98,11 47 47.000249303,32.70957506,-117.2150718,72,167.3,271.86,2.0443,259.16,-0.58,0,,,
03 06 98,11 47 48.000262583,32.70962645,-117.2150859,73,165.9,273.17,2.0441,259.07,-0.58,0,,,
03 06 98,11 47 49.000275869,32.70967534,-117.2151029,78,165.1,273.89,2.0439,258.99,-0.58,0,,,
03 06 98,11 47 50.000289154,32.70972506,-117.2151207,78,163.7,275.2,2.0436,258.9,-0.58,0,,,
03 06 98,11 47 51.000302475,32.70976729,-117.2151496,65,163,275.82,2.0426,258.82,-0.58,0,,,
03 06 98,11 47 52.000315714,32.70982562,-117.2151579,63,165.6,273.12,2.0429,258.72,-0.58,0,,,
03 06 98,11 47 53.000329000,32.70987923,-117.2151671,62,166.5,272.13,2.0431,258.63,-0.58,0,,,
03 06 98,11 47 54.000342279,32.70992923,-117.2151776,62,167.3,271.25,2.0432,258.55,-0.58,0,,,
03 06 98,11 47 55.000355568,32.70997229,-117.2151918,65,164.8,273.67,2.043,258.47,-0.58,0,,,
03 06 98,11 47 56.000368901,32.71002034,-117.2152046,65,165.9,272.49,2.0429,258.39,-0.58,0,,,
03 06 98,11 47 57.000382180,32.71007368,-117.2152171,61,166.3,272,2.043,258.3,-0.58,0,,,
03 06 98,11 47 58.000395466,32.71006729,-117.2152768,66,129.8,308.49,2.0399,258.29,-0.58,0,,,
03 06 98,11 47 59.000408743,32.71010034,-117.2153054,72,147.9,290.33,2.0389,258.23,-0.58,0,,,
03 06 98,11 48 00.000422029,32.71016479,-117.2153101,76,157.7,280.42,2.0395,258.12,-0.58,0,,,
03 06 98,11 48 01.000435305,32.71022618,-117.2153143,75,163,275.02,2.04,258.02,-0.58,0,,,
03 06 98,11 48 02.000448580,32.71028034,-117.2153212,67,164.9,273.03,2.0404,257.93,-0.58,0,,,
03 06 98,11 48 03.000461860,32.71033034,-117.2153298,63,165.6,272.24,2.0406,257.84,-0.58,0,,,
03 06 98,11 48 04.000475138,32.71039368,-117.2153307,65,170.8,266.94,2.0413,257.74,-0.58,0,,,
03 06 98,11 48 05.000488410,32.71044395,-117.2153515,69,163.3,274.35,2.041,257.65,-0.58,0,,,
03 06 98,11 48 06.000501682,32.71049173,-117.2153718,69,163.4,274.17,2.0406,257.57,-0.58,0,,,
03 06 98,11 48 07.000514950,32.71054701,-117.2153787,69,167,270.47,2.041,257.47,-0.58,0,,,
03 06 98,11 48 08.000528225,32.71060173,-117.2153857,69,167.8,269.58,2.0413,257.38,-0.58,0,,,
